actor,movie
Nicolas Cage,Racing with the Moon (1984)
Sean Penn,Racing with the Moon (1984)
Alex Storm,Racquel Untamed (1990)
Derrick Lane,Racquel Untamed (1990)
Racquel Darrian,Racquel Untamed (1990)
Debi Diamond,Racquel on Fire (1993)
Derrick Lane,Racquel on Fire (1993)
Racquel Darrian,Racquel on Fire (1993)
Aksha Pardasany,Radha (2017)
Lavanya Tripathi,Radha (2017)
Sharwanand,Radha (2017)
Meka Srikanth,Radha Gopalam (2005)
Sneha,Radha Gopalam (2005)
Sunil,Radha Gopalam (2005)
Chandramohan,Radha Kalyanam (1981)
Radhika Sarathkumar,Radha Kalyanam (1981)
Sarath Babu,Radha Kalyanam (1981)
Disha Patani,Radhe (2021)
Randeep Hooda,Radhe (2021)
Salman Khan,Radhe (2021)
Ayame Misaki,Radiance (2017)
Masatoshi Nagase,Radiance (2017)
Tatsuya Fuji,Radiance (2017)
Kazuyuki Asano,Radiation House (2022)
Ken'ichi Endô,Radiation House (2022)
Kenta Hamano,Radiation House (2022)
B.J. Hendricks,Radical (2017)
Ford Austin,Radical (2017)
Tom Sizemore,Radical (2017)
Cuba Gooding Jr.,Radio (2003)
Debra Winger,Radio (2003)
Ed Harris,Radio (2003)
Dianne Wiest,Radio Days (1987)
Mia Farrow,Radio Days (1987)
Mike Starr,Radio Days (1987)
Hwang Bo-ra,Radio Dayz (2008)
Ko Ah-sung,Radio Dayz (2008)
Ryu Seung-beom,Radio Dayz (2008)
Adam Baldwin,Radio Flyer (1992)
John Heard,Radio Flyer (1992)
Lorraine Bracco,Radio Flyer (1992)
Dylan Walsh,Radio Inside (1994)
Elisabeth Shue,Radio Inside (1994)
William McNamara,Radio Inside (1994)
Cindy Carver,Radio K-KUM (1984)
Jesse Adams,Radio K-KUM (1984)
Tom Byron,Radio K-KUM (1984)
Christine Boisson,Radio Raven (1989)
Claude Brasseur,Radio Raven (1989)
Pierre Arditi,Radio Raven (1989)
John Stockwell,Radioactive Dreams (1984)
Michael Dudikoff,Radioactive Dreams (1984)
Michele Little,Radioactive Dreams (1984)
Haitao Du,Radish Warrior (2009)
Huang Bo,Radish Warrior (2009)
Huang Yi,Radish Warrior (2009)
Gurpreet Ghuggi,Raduaa Returns (2024)
Nav Bajwa,Raduaa Returns (2024)
Paramveer Singh,Raduaa Returns (2024)
Shah Rukh Khan,Raees (2017)
Sheeba Chaddha,Raees (2017)
Sunny Leone,Raees (2017)
Crystal Breeze,Raffles (1992)
Dorothy Onan,Raffles (1992)
Karen Summer,Raffles (1992)
Jinpachi Nezu,Raffles Hotel (1989)
Masahiro Motoki,Raffles Hotel (1989)
Miwako Fujitani,Raffles Hotel (1989)
Anushka Shetty,Ragada (2010)
Nagarjuna Akkineni,Ragada (2010)
Priyamani,Ragada (2010)
Delhi Ganesh,Ragalaipuram (2013)
Karunas,Ragalaipuram (2013)
M.S. Bhaskar,Ragalaipuram (2013)
Maricel Soriano,Rage (1995)
Richard Gomez,Rage (1995)
Tonton Gutierrez,Rage (1995)
Lazar Ristovski,Rage (1997)
Nebojsa Glogovac,Rage (1997)
Nikola Djuricko,Rage (1997)
Samuel Le Bihan,Rage (2003)
Yann Trégouët,Rage (2003)
Yu Nan,Rage (2003)
Patrick J. Adams,Rage (2009)
Riz Ahmed,Rage (2009)
Simon Abkarian,Rage (2009)
Max Ryan,Rage (2014)
Nicolas Cage,Rage (2014)
Rachel Nichols,Rage (2014)
Aoi Miyazaki,Rage (2016)
Ken Watanabe,Rage (2016)
Mirai Moriyama,Rage (2016)
Cynthia Rothrock,Rage and Honor II (1993)
Patrick Muldoon,Rage and Honor II (1993)
Richard Norton,Rage and Honor II (1993)
Charo Santos-Concio,Rage of Justice (1987)
Eddie Garcia,Rage of Justice (1987)
Fernando Poe Jr.,Rage of Justice (1987)
Cameron Mitchell,Rage to Kill (1987)
James Ryan,Rage to Kill (1987)
Oliver Reed,Rage to Kill (1987)
Eric Roberts,Raggedy Man (1981)
Sam Shepard,Raggedy Man (1981)
Sissy Spacek,Raggedy Man (1981)
Diane Ladd,Raging Angels (1995)
Monet Mazur,Raging Angels (1995)
Sean Patrick Flanery,Raging Angels (1995)
Carrie Ng,Raging Angels (1998)
Jade Leung,Raging Angels (1998)
Roy Cheung,Raging Angels (1998)
Cathy Moriarty,Raging Bull (1980)
Joe Pesci,Raging Bull (1980)
Robert De Niro,Raging Bull (1980)
Donnie Yen,Raging Fire (2021)
Nazeeh Tarsha,Raging Fire (2021)
Frankie Leigh,Raging Weekend (1988)
Jesse Eastern,Raging Weekend (1988)
Porsche Lynn,Raging Weekend (1988)
Nicolai Cleve Broch,Ragnarok (2013)
Pål Sverre Hagen,Ragnarok (2013)
Sofia Helin,Ragnarok (2013)
Ashish Vidyarthi,Rahasya (2015)
Kay Kay Menon,Rahasya (2015)
Tisca Chopra,Rahasya (2015)
Rishi Kapoor,Rahi Badal Gaye (1985)
Shabana Azmi,Rahi Badal Gaye (1985)
Mohammad Reza Golzar,Rahman 1400 (2019)
Saeed Aghakhani,Rahman 1400 (2019)
Yekta Naser,Rahman 1400 (2019)
Chermarn Boonyasak,Rahtree Reborn (2009)
Mario Maurer,Rahtree Reborn (2009)
Santisuk Promsiri,Rahtree Reborn (2009)
Ajay Devgn,Raid (2018)
Ileana D'Cruz,Raid (2018)
Saurabh Shukla,Raid (2018)
Egor Beroev,Raider (2011)
Ekaterina Vilkova,Raider (2011)
Vitaliy Khaev,Raider (2011)
Chia-Hui Liu,Raiders of Buddhist Kung Fu (1982)
Ki-joo Kim,Raiders of Buddhist Kung Fu (1982)
Ryong Wang,Raiders of Buddhist Kung Fu (1982)
Alex Fong,Raiders of Loesing Treasure (1992)
Chung-You Chang,Raiders of Loesing Treasure (1992)
Michiko Nishiwaki,Raiders of Loesing Treasure (1992)
Harrison Ford,Raiders of the Lost Ark (1981)
Karen Allen,Raiders of the Lost Ark (1981)
Paul Freeman,Raiders of the Lost Ark (1981)
Christian Stolte,Rain Beau's End (2020)
Edward Asner,Rain Beau's End (2020)
Sean Young,Rain Beau's End (2020)
Clara Bernadeth,Rain Behind the Window (2021)
Juan Bione Subiantoro,Rain Behind the Window (2021)
Yasamin Jasem,Rain Behind the Window (2021)
Gary Oldman,Rain Fall (2009)
Kippei Shîna,Rain Fall (2009)
Kyôko Hasegawa,Rain Fall (2009)
Dustin Hoffman,Rain Man (1988)
Tom Cruise,Rain Man (1988)
Valeria Golino,Rain Man (1988)
Brian Krause,Rain from Stars (2013)
Claudia Black,Rain from Stars (2013)
French Stewart,Rain from Stars (2013)
Himanshu Malik,Rain: The Terror Within... (2005)
Meghna Naidu,Rain: The Terror Within... (2005)
Hayato Ichihara,Rainbow Song (2006)
Juri Ueno,Rainbow Song (2006)
Yû Aoi,Rainbow Song (2006)
Lorenzo Richelmy,Rainbow: A Private Affair (2017)
Luca Marinelli,Rainbow: A Private Affair (2017)
Valentina Bellè,Rainbow: A Private Affair (2017)
Aishwarya Rai Bachchan,Raincoat (2004)
Ajay Devgn,Raincoat (2004)
Annu Kapoor,Raincoat (2004)
Annie Girardot,Raining Cats and Frogs (2003)
Anouk Grinberg,Raining Cats and Frogs (2003)
Michel Piccoli,Raining Cats and Frogs (2003)
Kim Ja-ok,Rainy Day in Autumn (1979)
Shin Seong-il,Rainy Day in Autumn (1979)
Yun Jeong-hie,Rainy Day in Autumn (1979)
Li-Wei Chang,Rainy Dog (1997)
Shih Chang,Rainy Dog (1997)
Shô Aikawa,Rainy Dog (1997)
Anita Kravos,Raise Your Head (2009)
Giorgio Colangeli,Raise Your Head (2009)
Sergio Castellitto,Raise Your Head (2009)
Hilary Duff,Raise Your Voice (2004)
John Corbett,Raise Your Voice (2004)
Rebecca De Mornay,Raise Your Voice (2004)
Ainosuke Kataoka,Raise the Castle! (2009)
Hana Ebise,Raise the Castle! (2009)
Tôru Emori,Raise the Castle! (2009)
Gong Li,Raise the Red Lantern (1991)
Jingwu Ma,Raise the Red Lantern (1991)
Saifei He,Raise the Red Lantern (1991)
David Selby,Raise the Titanic (1980)
Jason Robards,Raise the Titanic (1980)
Richard Jordan,Raise the Titanic (1980)
John Lithgow,Raising Cain (1992)
Alex Descas,Raising Colors (2018)
Diane Rouxel,Raising Colors (2018)
Lambert Wilson,Raising Colors (2018)
Alan Arkin,Raising Flagg (2006)
Glenne Headly,Raising Flagg (2006)
Lauren Holly,Raising Flagg (2006)
Ed Begley Jr.,Raising Genius (2004)
Justin Long,Raising Genius (2004)
Wendie Malick,Raising Genius (2004)
Joan Cusack,Raising Helen (2004)
John Corbett,Raising Helen (2004)
Kate Hudson,Raising Helen (2004)
Ambika,Raj Kumar (1983)
Jayasudha,Raj Kumar (1983)
Sobhan Babu,Raj Kumar (1983)
Govardhan Asrani,Raj Mahal (1982)
Neetu Singh,Raj Mahal (1982)
Vinod Khanna,Raj Mahal (1982)
Madhuri Dixit,Raja (1995)
Mukesh Khanna,Raja (1995)
Sanjay Kapoor,Raja (1995)
Abbas,Raja (1999)
Soundarya,Raja (1999)
Venkatesh Daggubati,Raja (1999)
Ajith Kumar,Raja (2002)
Jyotika,Raja (2002)
Priyanka Upendra,Raja (2002)
Govinda,Raja Babu (1994)
Karisma Kapoor,Raja Babu (1994)
Shakti Kapoor,Raja Babu (1994)
Amrapali Dubey,Raja Babu (2015)
Dinesh Lal Yadav,Raja Babu (2015)
Monalisa,Raja Babu (2015)
Gopal Krishna Akella,Raja Cheyyi Vesthe (2016)
Ravi Varma,Raja Cheyyi Vesthe (2016)
Srinivas Avasarala,Raja Cheyyi Vesthe (2016)
Chinnijayanth,Raja Chinna Roja (1989)
Gautami,Raja Chinna Roja (1989)
Rajinikanth,Raja Chinna Roja (1989)
Aamir Khan,Raja Hindustani (1996)
Karisma Kapoor,Raja Hindustani (1996)
Suresh Oberoi,Raja Hindustani (1996)
Mahesh Babu,Raja Kumarudu (1999)
Prakash Raj,Raja Kumarudu (1999)
Preity G Zinta,Raja Kumarudu (1999)
Megha Akash,Raja Raja Chora (2021)
Sree Vishnu,Raja Raja Chora (2021)
Sunaina Yella,Raja Raja Chora (2021)
Arya,Raja Rani (2013)
Jai,Raja Rani (2013)
Nayanthara,Raja Rani (2013)
M. Sasikumar,Raja Vamsam (2021)
Nikki Galrani,Raja Vamsam (2021)
Radha Ravi,Raja Vamsam (2021)
Amala Akkineni,Raja Vikramarka (1990)
Chiranjeevi,Raja Vikramarka (1990)
Radhika Sarathkumar,Raja Vikramarka (1990)
Joju George,Rajadhi Raja (2014)
Joy Badlani,Rajadhi Raja (2014)
Rahul Dev,Rajadhi Raja (2014)
Mammootty,Rajamanikyam (2005)
Manoj K. Jayan,Rajamanikyam (2005)
Rahman,Rajamanikyam (2005)
Charu Haasan,Rajavin Parvaiyile (1995)
Indraja,Rajavin Parvaiyile (1995)
Janakaraj,Rajavin Parvaiyile (1995)
Kota Srinivasa Rao,Rajendrudu Gajendrudu (1993)
Rajendra Prasad,Rajendrudu Gajendrudu (1993)
Soundarya,Rajendrudu Gajendrudu (1993)
Keerthy Suresh,Rajini Murugan (2015)
Raj Kiran,Rajini Murugan (2015)
Sivakarthikeyan,Rajini Murugan (2015)
Kangana Ranaut,Rajjo (2013)
Mahesh Manjrekar,Rajjo (2013)
Prakash Raj,Rajjo (2013)
Lily Chakravarty,Rajkahini (2015)
Parno Mittra,Rajkahini (2015)
Rituparna Sengupta,Rajkahini (2015)
Anil Kapoor,Rajkumar (1996)
Naseeruddin Shah,Rajkumar (1996)
Abhishek Chatterjee,Rajmohol (2005)
Biplab Chatterjee,Rajmohol (2005)
Rachana Banerjee,Rajmohol (2005)
Kalidas Jayaram,Rajni (2023)
Namitha Pramod,Rajni (2023)
Saiju Kurup,Rajni (2023)
Farouk Al-Fishawy,Rajoul Mohim Jedan (1996)
Maali Zayed,Rajoul Mohim Jedan (1996)
Dharmendra,Rajput (1982)
Hema Malini,Rajput (1982)
Rajesh Khanna,Rajput (1982)
Juhi Chawla,Raju Ban Gaya Gentleman (1992)
Nana Patekar,Raju Ban Gaya Gentleman (1992)
Shah Rukh Khan,Raju Ban Gaya Gentleman (1992)
Brahmanandam,Raju Bhai (2007)
Mohammad Ali,Raju Bhai (2007)
Tanikella Bharani,Raju Bhai (2007)
Ajay Devgn,Raju Chacha (2000)
Kajol,Raju Chacha (2000)
Amyra Dastur,Raju Gadu (2018)
Raj Tarun,Raju Gadu (2018)
Rajendra Prasad,Raju Gadu (2018)
Ashwin Babu,Raju Gari Gadhi (2015)
Dhanya Balakrishna,Raju Gari Gadhi (2015)
Ashwin Babu,Raju Gari Gadhi 3 (2019)
Avika Gor,Raju Gari Gadhi 3 (2019)
Urvashi,Raju Gari Gadhi 3 (2019)
Anu Choudhury,Rakata Kahiba Kie Kahara (1995)
Siddhanta Mahapatra,Rakata Kahiba Kie Kahara (1995)
Anu Choudhury,Rakhi Bandhili Mo Rakhiba Mana (2006)
Mihir Das,Rakhi Bandhili Mo Rakhiba Mana (2006)
Siddhanta Mahapatra,Rakhi Bandhili Mo Rakhiba Mana (2006)
Chumki Chowdhury,Rakhi Purnima (2001)
Ranjit Mallick,Rakhi Purnima (2001)
Charmme Kaur,Rakhi: Highly Inflammable (2006)
Ileana D'Cruz,Rakhi: Highly Inflammable (2006)
N.T. Rama Rao Jr.,Rakhi: Highly Inflammable (2006)
Bipasha Basu,Rakht (2004)
Sanjay Dutt,Rakht (2004)
Suniel Shetty,Rakht (2004)
Shatrughan Sinha,Rakhta Charitra 2 (2010)
Suriya,Rakhta Charitra 2 (2010)
Vivek Oberoi,Rakhta Charitra 2 (2010)
Priyanka Bose,Rakkhosh (2019)
Sanjay Mishra,Rakkhosh (2019)
Tannishtha Chatterjee,Rakkhosh (2019)
Karisma Kapoor,Rakshak (1996)
Sonali Bendre,Rakshak (1996)
Suniel Shetty,Rakshak (1996)
Avinash,Rakshasa (2005)
Shivarajkumar,Rakshasa (2005)
Kaushik Banerjee,Rakta Bandhan (2003)
Rachana Banerjee,Rakta Bandhan (2003)
Sabyasachi Chakrabarty,Rakta Bandhan (2003)
Shatrughan Sinha,Rakta Charitra (2010)
Sudeep,Rakta Charitra (2010)
Vivek Oberoi,Rakta Charitra (2010)
Abir Chatterjee,Raktabeej (2023)
Mimi Chakraborty,Raktabeej (2023)
Victor Banerjee,Raktabeej (2023)
Jimmy Sharma,Raktdhar (2017)
Shahbaaz Khan,Raktdhar (2017)
Shakti Kapoor,Raktdhar (2017)
Gal Gadot,Ralph Breaks the Internet (2018)
John C. Reilly,Ralph Breaks the Internet (2018)
Sarah Silverman,Ralph Breaks the Internet (2018)
Amitabh Bachchan,Ram Balram (1980)
Dharmendra,Ram Balram (1980)
Zeenat Aman,Ram Balram (1980)
Ajay Devgn,Ram Gopal Varma Ki Aag (2007)
Amitabh Bachchan,Ram Gopal Varma Ki Aag (2007)
Mohanlal,Ram Gopal Varma Ki Aag (2007)
Juhi Chawla,Ram Jaane (1995)
Shah Rukh Khan,Ram Jaane (1995)
Vivek Mushran,Ram Jaane (1995)
Anil Kapoor,Ram Lakhan (1989)
Jackie Shroff,Ram Lakhan (1989)
Rakhee Gulzar,Ram Lakhan (1989)
Akshay Kumar,Ram Setu (2022)
Jacqueline Fernandez,Ram Setu (2022)
Nushrratt Bharuccha,Ram Setu (2022)
Ashok Kumar,Ram Tera Desh (1984)
Hema Malini,Ram Tera Desh (1984)
Vijayendra Ghatge,Ram Tera Desh (1984)
Rekha,Ram Tere Kitne Nam (1985)
Sanjeev Kumar,Ram Tere Kitne Nam (1985)
Anil Kapoor,Ram-Avtar (1988)
Sridevi,Ram-Avtar (1988)
Sunny Deol,Ram-Avtar (1988)
Bindhu Madhavi,Rama Rama Krishna Krishna (2010)
Priya Anand,Rama Rama Krishna Krishna (2010)
Ram Pothineni,Rama Rama Krishna Krishna (2010)
Kamal Haasan,Rama Shama Bhama (2005)
Ramesh Aravind,Rama Shama Bhama (2005)
Urvashi,Rama Shama Bhama (2005)
Dileep,Ramaleela (2017)
Prayaga Martin,Ramaleela (2017)
Radhika Sarathkumar,Ramaleela (2017)
Appukutty,Raman Thediya Seethai (2008)
Cheran,Raman Thediya Seethai (2008)
Gajala,Raman Thediya Seethai (2008)
Ashima Bhalla,Ramana (2002)
Simran,Ramana (2002)
Vijayakanth,Ramana (2002)
Anu Sithara,Ramante Edenthottam (2017)
Joju George,Ramante Edenthottam (2017)
Kunchacko Boban,Ramante Edenthottam (2017)
Ashutosh Rana,Ramayana: The Epic (2010)
Juhi Chawla,Ramayana: The Epic (2010)
Manoj Bajpayee,Ramayana: The Epic (2010)
N.T. Rama Rao Jr.,Ramayya Vastavayya (2013)
Samantha Ruth Prabhu,Ramayya Vastavayya (2013)
Easwari Rao,Rambantu (1996)
Kaikala Satyanarayana,Rambantu (1996)
Rajendra Prasad,Rambantu (1996)
Heung-shik Ma,Rambler (1983)
Kim Young Ae,Rambler (1983)
Yeong-ok Lee,Rambler (1983)
Diane Ladd,Rambling Rose (1991)
Laura Dern,Rambling Rose (1991)
Robert Duvall,Rambling Rose (1991)
Julie Benz,Rambo (2008)
Matthew Marsden,Rambo (2008)
Sylvester Stallone,Rambo (2008)
Charles Napier,Rambo: First Blood Part II (1985)
Richard Crenna,Rambo: First Blood Part II (1985)
Sylvester Stallone,Rambo: First Blood Part II (1985)
Paz Vega,Rambo: Last Blood (2019)
Sergio Peris-Mencheta,Rambo: Last Blood (2019)
Sylvester Stallone,Rambo: Last Blood (2019)
Buffy Davis,Rambone Meets the Double Penetrators (1986)
Keli Richards,Rambone Meets the Double Penetrators (1986)
Patti Petite,Rambone Meets the Double Penetrators (1986)
Mark Lee,Ramen Shop (2018)
Seiko Matsuda,Ramen Shop (2018)
Takumi Saitô,Ramen Shop (2018)
Innocent Vareed Thekkethala,Ramji Rao Speaking (1989)
Mukesh,Ramji Rao Speaking (1989)
Saikumar,Ramji Rao Speaking (1989)
Hema Malini,Ramkali (1985)
Shatrughan Sinha,Ramkali (1985)
Bridget Moynahan,Ramona and Beezus (2010)
Joey King,Ramona and Beezus (2010)
Selena Gomez,Ramona and Beezus (2010)
Alex McArthur,Rampage (1987)
Michael Biehn,Rampage (1987)
Nicholas Campbell,Rampage (1987)
Brendan Fletcher,Rampage (2009)
Michael Paré,Rampage (2009)
Shaun Sipos,Rampage (2009)
Dwayne Johnson,Rampage (2018)
Malin Akerman,Rampage (2018)
Naomie Harris,Rampage (2018)
Maiko Kazama,Rampage for the Sexual Assault (1980)
Nami Aoki,Rampage for the Sexual Assault (1980)
Rumi Sasaki,Rampage for the Sexual Assault (1980)
Brendan Fletcher,Rampage: Capital Punishment (2014)
Lochlyn Munro,Rampage: Capital Punishment (2014)
Mike Dopud,Rampage: Capital Punishment (2014)
Ben Foster,Rampart (2011)
Sigourney Weaver,Rampart (2011)
Woody Harrelson,Rampart (2011)
Tadanobu Asano,Rampo Noir (2005)
Konkona Sen Sharma,Ramprasad Ki Tehrvi (2019)
Parambrata Chattopadhyay,Ramprasad Ki Tehrvi (2019)
Supriya Pathak,Ramprasad Ki Tehrvi (2019)
Nandamuri Balakrishna,Ramudu Bheemudu (1988)
Radha,Ramudu Bheemudu (1988)
Akira Terao,Ran (1985)
Jinpachi Nezu,Ran (1985)
Tatsuya Nakadai,Ran (1985)
Eileen Tung,Ran qing nan ju ji (1995)
Mok Siu-Chung,Ran qing nan ju ji (1995)
Rongguang Yu,Ran qing nan ju ji (1995)
Adah Sharma,Rana Vikrama (2015)
Puneeth Rajkumar,Rana Vikrama (2015)
Nandita Shwetha,Ranam Aram Thavarel (2024)
Tanya Hope,Ranam Aram Thavarel (2024)
Vaibhav Reddy,Ranam Aram Thavarel (2024)
Kajal Aggarwal,Ranarangam (2019)
Kalyani Priyadarshan,Ranarangam (2019)
Sharwanand,Ranarangam (2019)
Ammu Abhirami,Ranasthali (2022)
Banerjee,Ranasthali (2022)
Ch Chandrakanth,Ranasthali (2022)
Currie Graham,Rancid (2004)
Fay Masterson,Rancid (2004)
Matthew Settle,Rancid (2004)
Joseph Fiennes,Rancid Aluminum (2000)
Rhys Ifans,Rancid Aluminum (2000)
Tara Fitzgerald,Rancid Aluminum (2000)
Charles S. Dutton,Random Hearts (1999)
Harrison Ford,Random Hearts (1999)
Kristin Scott Thomas,Random Hearts (1999)
Amol Palekar,Rang Birangi (1983)
Farooq Shaikh,Rang Birangi (1983)
Parveen Babi,Rang Birangi (1983)
Keerthy Suresh,Rang De (2021)
Nithiin,Rang De (2021)
V.K. Naresh,Rang De (2021)
Aamir Khan,Rang De Basanti (2006)
Soha Ali Khan,Rang De Basanti (2006)
Nandana Sen,Rang Rasiya (2008)
Paresh Rawal,Rang Rasiya (2008)
Randeep Hooda,Rang Rasiya (2008)
Nikhila Vimal,Ranga (2022)
Sathish,Ranga (2022)
Sibiraj,Ranga (2022)
Brahmanandam,Ranga Maarthaanda (2023)
Prakash Raj,Ranga Maarthaanda (2023)
Ramya Krishnan,Ranga Maarthaanda (2023)
Aadhi,Rangasthalam (2018)
Ram Charan,Rangasthalam (2018)
Samantha Ruth Prabhu,Rangasthalam (2018)
Dev,Rangbaaz (2013)
Koel Mallick,Rangbaaz (2013)
Rajatabha Dutta,Rangbaaz (2013)
Keith David,Range 15 (2016)
Sean Astin,Range 15 (2016)
William Shatner,Range 15 (2016)
Aamir Khan,Rangeela (1995)
Jackie Shroff,Rangeela (1995)
Urmila Matondkar,Rangeela (1995)
Isla Fisher,Rango (2011)
Johnny Depp,Rango (2011)
Kangana Ranaut,Rangoon (2017)
Saif Ali Khan,Rangoon (2017)
Shahid Kapoor,Rangoon (2017)
Jackky Bhagnani,Rangrezz (2013)
Priya Anand,Rangrezz (2013)
Rajpal Naurang Yadav,Rangrezz (2013)
Dhanraj,Rangupaduddi (2019)
Mohammad Ali,Rangupaduddi (2019)
Raghu Babu,Rangupaduddi (2019)
Bharat Ganeshpure,Ranjan (2017)
Bhau Kadam,Ranjan (2017)
Vidyadhar Joshi,Ranjan (2017)
Sally Marcellina,Ranjang pemikat (1993)
Sonny Dewantara,Ranjang pemikat (1993)
Windy Chindyana,Ranjang pemikat (1993)
Kappei Yamaguchi,"Ranma ½: The Movie 2, Nihao My Concubine (1992)"
Megumi Hayashibara,"Ranma ½: The Movie 2, Nihao My Concubine (1992)"
Noriko Hidaka,"Ranma ½: The Movie 2, Nihao My Concubine (1992)"
Kappei Yamaguchi,"Ranma ½: The Movie, Big Trouble in Nekonron, China (1991)"
Megumi Hayashibara,"Ranma ½: The Movie, Big Trouble in Nekonron, China (1991)"
Noriko Hidaka,"Ranma ½: The Movie, Big Trouble in Nekonron, China (1991)"
Amitabh Bachchan,Rann (2010)
Gul Panag,Rann (2010)
Riteish Deshmukh,Rann (2010)
Avinash,Ranna (2015)
Prakash Raj,Ranna (2015)
Sudeep,Ranna (2015)
Boris Shcherbakov,Ransom (1986)
Emmanuil Vitorgan,Ransom (1986)
Irina Metlitskaya,Ransom (1986)
Gary Sinise,Ransom (1996)
Mel Gibson,Ransom (1996)
Rene Russo,Ransom (1996)
Alice Chan,Ransom Express (2000)
Anthony Chau-Sang Wong,Ransom Express (2000)
Tin-Chiu Wan,Ransom Express (2000)
Elise Neal,Ransum Games (2021)
Eric Lane,Ransum Games (2021)
Wood Harris,Ransum Games (2021)
Chiranjeevi,Ranuva Veeran (1981)
Rajinikanth,Ranuva Veeran (1981)
Sridevi,Ranuva Veeran (1981)
Benoît Poelvoorde,Raoul Taburin (2018)
Edouard Baer,Raoul Taburin (2018)
Suzanne Clément,Raoul Taburin (2018)
Esai Morales,Rapa Nui (1994)
Jason Scott Lee,Rapa Nui (1994)
Sandrine Holt,Rapa Nui (1994)
Ada Choi,Rape Trap (1998)
Anthony Chau-Sang Wong,Rape Trap (1998)
Michael Tse,Rape Trap (1998)
Alex Fong,Raped by an Angel 3: Sexual Fantasy of the Chief Executive (1998)
Angie Cheong,Raped by an Angel 3: Sexual Fantasy of the Chief Executive (1998)
Pinky Cheung,Raped by an Angel 3: Sexual Fantasy of the Chief Executive (1998)
Athena Chu,Raped by an Angel 4: The Raper's Union (1999)
Nick Cheung,Raped by an Angel 4: The Raper's Union (1999)
Suki Kwan,Raped by an Angel 4: The Raper's Union (1999)
Anita Lee,Raped by an Angel 5: The Final Judgement (2000)
Gigi Lai,Raped by an Angel 5: The Final Judgement (2000)
Kelly Lin,Raped by an Angel 5: The Final Judgement (2000)
Danny Ramirez,Rapid Eye Movement (2019)
François Arnaud,Rapid Eye Movement (2019)
Reiko Aylesworth,Rapid Eye Movement (2019)
Brandon Lee,Rapid Fire (1992)
Nick Mancuso,Rapid Fire (1992)
Powers Boothe,Rapid Fire (1992)
Hirotarô Honda,Raping! (1978)
Kyôko Aizome,Raping! (1978)
Natsuko Yashiro,Raping! (1978)
Mammootty,Rappakal (2005)
Nayanthara,Rappakal (2005)
Sharada,Rappakal (2005)
André Marcon,Rapt (2009)
Anne Consigny,Rapt (2009)
Yvan Attal,Rapt (2009)
Ashley Dunn,Rapture (1990)
Debi Diamond,Rapture (1990)
Tom Byron,Rapture (1990)
Rahul Khanna,Raqeeb (2007)
Sharman Joshi,Raqeeb (2007)
Tanushree Dutta,Raqeeb (2007)
Billie Piper,Rare Beasts (2019)
Kerry Fox,Rare Beasts (2019)
Leo Bill,Rare Beasts (2019)
Innocent Vareed Thekkethala,Rasathanthram (2006)
Meera Jasmine,Rasathanthram (2006)
Mohanlal,Rasathanthram (2006)
Ajay Devgn,Rascals (2011)
Kangana Ranaut,Rascals (2011)
Sanjay Dutt,Rascals (2011)
Hassan Hosny,Rash Boy Dreams (2007)
Nelly Karim,Rash Boy Dreams (2007)
Ramez Galal,Rash Boy Dreams (2007)
Aachi Manorama,Rasigan (1994)
Goundamani,Rasigan (1994)
Joseph Vijay,Rasigan (1994)
Dileep,Rasikan (2004)
Murali Gopy,Rasikan (2004)
Samvrutha Sunil,Rasikan (2004)
Frida Hallgren,Raspberry Boat Refugee (2014)
Jonas Karlsson,Raspberry Boat Refugee (2014)
Josephine Bornebusch,Raspberry Boat Refugee (2014)
Fanny Ardant,Rasputin (2011)
Gérard Depardieu,Rasputin (2011)
Vladimir Mashkov,Rasputin (2011)
Hidetaka Yoshioka,Rasutosongu (1993)
Masahiro Motoki,Rasutosongu (1993)
Narumi Yasuda,Rasutosongu (1993)
David Warbeck,Rat Man (1988)
Eva Grimaldi,Rat Man (1988)
Janet Agren,Rat Man (1988)
Amy Smart,Rat Race (2001)
Breckin Meyer,Rat Race (2001)
Whoopi Goldberg,Rat Race (2001)
Ford Austin,Rat Scratch Fever (2011)
Randal Malone,Rat Scratch Fever (2011)
Tasha Tacosa,Rat Scratch Fever (2011)
Angélica Chain,Ratas de la ciudad (1986)
Rodolfo de Anda,Ratas de la ciudad (1986)
Valentín Trujillo,Ratas de la ciudad (1986)
Girish Karnad,Ratchakan (1997)
Nagarjuna Akkineni,Ratchakan (1997)
Sushmita Sen,Ratchakan (1997)
Charan Raj,Rathaavara (2015)
Rachita Ram,Rathaavara (2015)
Sri Murali,Rathaavara (2015)
Captain Raju,Rathilayam (1983)
Mala Aravindan,Rathilayam (1983)
Silk Smitha,Rathilayam (1983)
Ajay Kumar,Rathinirvedam (2011)
K.P.A.C. Lalitha,Rathinirvedam (2011)
Shweta Menon,Rathinirvedam (2011)
Priya Bhavani Shankar,Rathnam (2024)
Vishal,Rathnam (2024)
Carole Laure,Rats and Rabbits (2000)
Nigel Bennett,Rats and Rabbits (2000)
Paul Ahmarani,Rats and Rabbits (2000)
Amala Paul,Ratsasan (2018)
Radha Ravi,Ratsasan (2018)
Vishnu Vishal,Ratsasan (2018)
Bucci Franklin,RattleSnake: The Ahanna Story (2020)
